card_id,title,category,subcategory,difficulty,source_ids,summary,risk_label,aoia_tags,review_status
HAT003-PY-PYTHON-CORE-0015,Async function boundaries,python_core,async_await,advanced,SRC-PY-OFFICIAL-016;SRC-PY-COMMUNITY-023,Static review card for async function boundaries in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:advanced;source:official;mV:-70.003.async_await,draft
HAT003-PY-PYTHON-CORE-0016,Thread process and async tradeoffs,python_core,concurrency,advanced,SRC-PY-OFFICIAL-017;SRC-PY-COMMUNITY-024,Static review card for thread process and async tradeoffs in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:advanced;source:official;mV:-70.003.concurrency,draft
HAT003-PY-PYTHON-CORE-0017,Standard library first review,python_core,standard_library,beginner,SRC-PY-OFFICIAL-018;SRC-PY-COMMUNITY-025,Static review card for standard library first review in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:beginner;source:official;mV:-70.003.standard_library,draft
HAT003-PY-PYTHON-CORE-0018,File I/O encoding and path review,python_core,file_io,intermediate,SRC-PY-COMMUNITY-019;SRC-PY-BOOK-026,Static review card for file i/o encoding and path review in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:intermediate;source:official;mV:-70.003.file_io,draft
HAT003-PY-PYTHON-CORE-0019,Logging without leaking secrets,python_core,logging,intermediate,SRC-PY-COMMUNITY-020;SRC-PY-BOOK-027,Static review card for logging without leaking secrets in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:intermediate;source:official;mV:-70.003.logging,draft
HAT003-PY-PYTHON-CORE-0020,Configuration loading boundaries,python_core,configuration,intermediate,SRC-PY-COMMUNITY-021;SRC-PY-COMMUNITY-028,Static review card for configuration loading boundaries in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:intermediate;source:official;mV:-70.003.configuration,draft
HAT003-PY-PYTHON-CORE-0021,CLI input validation,python_core,cli_tools,intermediate,SRC-PY-COMMUNITY-022;SRC-PY-COMMUNITY-029,Static review card for cli input validation in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:intermediate;source:official;mV:-70.003.cli_tools,draft
HAT003-PY-SOFTWARE-ENGINEERING-0022,src layout and import clarity,software_engineering,project_layout,intermediate,SRC-PY-COMMUNITY-023;SRC-PY-ARCHITECTURE-030,Static review card for src layout and import clarity in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:intermediate;source:official;mV:-70.003.project_layout,draft
HAT003-PY-SOFTWARE-ENGINEERING-0023,pyproject metadata review,software_engineering,packaging,intermediate,SRC-PY-COMMUNITY-024;SRC-PY-ARCHITECTURE-031,Static review card for pyproject metadata review in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:intermediate;source:official;mV:-70.003.packaging,draft
HAT003-PY-SOFTWARE-ENGINEERING-0024,Pinned dependency review,software_engineering,dependency_management,intermediate,SRC-PY-COMMUNITY-025;SRC-PY-ARCHITECTURE-032,Static review card for pinned dependency review in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:intermediate;source:official;mV:-70.003.dependency_management,draft
HAT003-PY-SOFTWARE-ENGINEERING-0025,Unit test scope and determinism,software_engineering,testing,beginner,SRC-PY-BOOK-026;SRC-PY-ARCHITECTURE-033,Static review card for unit test scope and determinism in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:beginner;source:official;mV:-70.003.testing,draft
HAT003-PY-SOFTWARE-ENGINEERING-0026,Type checker configuration,software_engineering,type_checking,intermediate,SRC-PY-BOOK-027;SRC-PY-ARCHITECTURE-034,Static review card for type checker configuration in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:intermediate;source:official;mV:-70.003.type_checking,draft
HAT003-PY-SOFTWARE-ENGINEERING-0027,Lint rule triage,software_engineering,linting,beginner,SRC-PY-COMMUNITY-028;SRC-PY-ARCHITECTURE-035,Static review card for lint rule triage in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:beginner;source:official;mV:-70.003.linting,draft
HAT003-PY-SOFTWARE-ENGINEERING-0028,Formatter consistency,software_engineering,formatting,beginner,SRC-PY-COMMUNITY-029;SRC-PY-LEARNING-036,Static review card for formatter consistency in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:beginner;source:official;mV:-70.003.formatting,draft
HAT003-PY-SOFTWARE-ENGINEERING-0029,Docstring purpose and limits,software_engineering,documentation,beginner,SRC-PY-ARCHITECTURE-030;SRC-PY-LEARNING-037,Static review card for docstring purpose and limits in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:beginner;source:official;mV:-70.003.documentation,draft
HAT003-PY-SOFTWARE-ENGINEERING-0030,Error boundaries and user messages,software_engineering,error_handling,intermediate,SRC-PY-ARCHITECTURE-031;SRC-PY-LEARNING-038,Static review card for error boundaries and user messages in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:intermediate;source:official;mV:-70.003.error_handling,draft
HAT003-PY-SOFTWARE-ENGINEERING-0031,Metrics logs and traces without secrets,software_engineering,observability,advanced,SRC-PY-ARCHITECTURE-032;SRC-PY-LEARNING-039,Static review card for metrics logs and traces without secrets in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:advanced;source:official;mV:-70.003.observability,draft
HAT003-PY-SOFTWARE-ENGINEERING-0032,Complexity review,software_engineering,maintainability,intermediate,SRC-PY-ARCHITECTURE-033;SRC-PY-LEARNING-040,Static review card for complexity review in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:intermediate;source:official;mV:-70.003.maintainability,draft
HAT003-PY-SOFTWARE-ENGINEERING-0033,Small behavior-preserving changes,software_engineering,refactoring,intermediate,SRC-PY-ARCHITECTURE-034;SRC-PY-LEARNING-041,Static review card for small behavior-preserving changes in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:intermediate;source:official;mV:-70.003.refactoring,draft
HAT003-PY-SOFTWARE-ENGINEERING-0034,Static review checklist discipline,software_engineering,code_review,professional,SRC-PY-ARCHITECTURE-035;SRC-PY-LEARNING-042,Static review card for static review checklist discipline in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:professional;source:official;mV:-70.003.code_review,draft
HAT003-PY-SOFTWARE-ENGINEERING-0035,Pattern use without overengineering,software_engineering,design_patterns,advanced,SRC-PY-LEARNING-036;SRC-PY-LEARNING-043,Static review card for pattern use without overengineering in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:advanced;source:official;mV:-70.003.design_patterns,draft
HAT003-PY-SOFTWARE-ENGINEERING-0036,Architecture boundary mapping,software_engineering,architecture_patterns,professional,SRC-PY-LEARNING-037;SRC-PY-LEARNING-044,Static review card for architecture boundary mapping in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:professional;source:official;mV:-70.003.architecture_patterns,draft
HAT003-PY-WEB-API-0037,HTTP timeout and retry review,web_api,http_clients,intermediate,SRC-PY-LEARNING-038;SRC-PY-LEARNING-045,Static review card for http timeout and retry review in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:intermediate;source:official;mV:-70.003.http_clients,draft
HAT003-PY-WEB-API-0038,FastAPI dependency injection review,web_api,fastapi,intermediate,SRC-PY-LEARNING-039;SRC-PY-LEARNING-046,Static review card for fastapi dependency injection review in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:intermediate;source:official;mV:-70.003.fastapi,draft
HAT003-PY-WEB-API-0039,Django settings and ORM review,web_api,django,intermediate,SRC-PY-LEARNING-040;SRC-PY-LEARNING-047,Static review card for django settings and orm review in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:intermediate;source:official;mV:-70.003.django,draft
HAT003-PY-WEB-API-0040,Flask application factory review,web_api,flask,intermediate,SRC-PY-LEARNING-041;SRC-PY-WEB_API-048,Static review card for flask application factory review in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:intermediate;source:official;mV:-70.003.flask,draft
HAT003-PY-WEB-API-0041,ASGI lifecycle review,web_api,asgi,advanced,SRC-PY-LEARNING-042;SRC-PY-WEB_API-049,Static review card for asgi lifecycle review in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:advanced;source:official;mV:-70.003.asgi,draft
HAT003-PY-WEB-API-0042,WSGI deployment boundary review,web_api,wsgi,advanced,SRC-PY-LEARNING-043;SRC-PY-WEB_API-050,Static review card for wsgi deployment boundary review in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:advanced;source:official;mV:-70.003.wsgi,draft
HAT003-PY-WEB-API-0043,REST status and schema review,web_api,rest,intermediate,SRC-PY-LEARNING-044;SRC-PY-WEB_API-051,Static review card for rest status and schema review in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:intermediate;source:official;mV:-70.003.rest,draft
HAT003-PY-WEB-API-0044,Authentication flow review,web_api,authentication,advanced,SRC-PY-LEARNING-045;SRC-PY-WEB_API-052,Static review card for authentication flow review in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:advanced;source:official;mV:-70.003.authentication,draft
HAT003-PY-WEB-API-0045,Authorization check placement,web_api,authorization,advanced,SRC-PY-LEARNING-046;SRC-PY-WEB_API-053,Static review card for authorization check placement in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:advanced;source:official;mV:-70.003.authorization,draft
HAT003-PY-WEB-API-0046,Request validation review,web_api,validation,intermediate,SRC-PY-LEARNING-047;SRC-PY-WEB_API-054,Static review card for request validation review in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:intermediate;source:official;mV:-70.003.validation,draft
HAT003-PY-WEB-API-0047,Serialization format safety,web_api,serialization,intermediate,SRC-PY-WEB_API-048;SRC-PY-WEB_API-055,Static review card for serialization format safety in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:intermediate;source:official;mV:-70.003.serialization,draft
HAT003-PY-WEB-API-0048,Background task reliability,web_api,background_tasks,advanced,SRC-PY-WEB_API-049;SRC-PY-WEB_API-056,Static review card for background task reliability in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:advanced;source:official;mV:-70.003.background_tasks,draft
HAT003-PY-WEB-API-0049,Database transaction boundary,web_api,database_integration,advanced,SRC-PY-WEB_API-050;SRC-PY-CLI-057,Static review card for database transaction boundary in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:advanced;source:official;mV:-70.003.database_integration,draft
HAT003-PY-DATA-ML-0050,Array shape and dtype review,data_ml,numpy,intermediate,SRC-PY-WEB_API-051;SRC-PY-CLI-058,Static review card for array shape and dtype review in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:intermediate;source:official;mV:-70.003.numpy,draft
HAT003-PY-DATA-ML-0051,DataFrame mutation review,data_ml,pandas,intermediate,SRC-PY-WEB_API-052;SRC-PY-CLI-059,Static review card for dataframe mutation review in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:intermediate;source:official;mV:-70.003.pandas,draft
HAT003-PY-DATA-ML-0052,Lazy plan review basics,data_ml,polars,intermediate,SRC-PY-WEB_API-053;SRC-PY-DATA_ML-060,Static review card for lazy plan review basics in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:intermediate;source:official;mV:-70.003.polars,draft
HAT003-PY-DATA-ML-0053,Plot generation boundary,data_ml,matplotlib,beginner,SRC-PY-WEB_API-054;SRC-PY-DATA_ML-061,Static review card for plot generation boundary in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:beginner;source:official;mV:-70.003.matplotlib,draft
HAT003-PY-DATA-ML-0054,Scientific routine assumptions,data_ml,scipy,advanced,SRC-PY-WEB_API-055;SRC-PY-DATA_ML-062,Static review card for scientific routine assumptions in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:advanced;source:official;mV:-70.003.scipy,draft
HAT003-PY-DATA-ML-0055,Train test split review,data_ml,scikit_learn,intermediate,SRC-PY-WEB_API-056;SRC-PY-DATA_ML-063,Static review card for train test split review in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:intermediate;source:official;mV:-70.003.scikit_learn,draft
HAT003-PY-DATA-ML-0056,Model checkpoint safety review,data_ml,pytorch,advanced,SRC-PY-CLI-057;SRC-PY-DATA_ML-064,Static review card for model checkpoint safety review in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:advanced;source:official;mV:-70.003.pytorch,draft
HAT003-PY-DATA-ML-0057,TensorFlow saved model review,data_ml,tensorflow,advanced,SRC-PY-CLI-058;SRC-PY-DATA_ML-065,Static review card for tensorflow saved model review in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:advanced;source:official;mV:-70.003.tensorflow,draft
HAT003-PY-DATA-ML-0058,Model and tokenizer source review,data_ml,transformers,advanced,SRC-PY-CLI-059;SRC-PY-DATA_ML-066,Static review card for model and tokenizer source review in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:advanced;source:official;mV:-70.003.transformers,draft
HAT003-PY-DATA-ML-0059,Notebook reproducibility review,data_ml,jupyter,intermediate,SRC-PY-DATA_ML-060;SRC-PY-DATA_ML-067,Static review card for notebook reproducibility review in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:intermediate;source:official;mV:-70.003.jupyter,draft
HAT003-PY-DATA-ML-0060,Hosted notebook boundary,data_ml,colab,intermediate,SRC-PY-DATA_ML-061;SRC-PY-DATA_ML-068,Static review card for hosted notebook boundary in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:intermediate;source:official;mV:-70.003.colab,draft
HAT003-PY-DATA-ML-0061,Seeds data versions and environments,data_ml,reproducibility,advanced,SRC-PY-DATA_ML-062;SRC-PY-DATA_ML-069,Static review card for seeds data versions and environments in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:advanced;source:official;mV:-70.003.reproducibility,draft
HAT003-PY-DATA-ML-0062,Schema checks for data pipelines,data_ml,data_validation,intermediate,SRC-PY-DATA_ML-063;SRC-PY-DATA_ML-070,Static review card for schema checks for data pipelines in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:intermediate;source:official;mV:-70.003.data_validation,draft
HAT003-PY-DATA-ML-0063,Metric selection and leakage review,data_ml,model_evaluation,advanced,SRC-PY-DATA_ML-064;SRC-PY-DATA_ML-071,Static review card for metric selection and leakage review in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:advanced;source:official;mV:-70.003.model_evaluation,draft
HAT003-PY-DATA-ML-0064,ML safety static checklist,data_ml,ml_safety_basics,professional,SRC-PY-DATA_ML-065;SRC-PY-QUALITY-072,Static review card for ml safety static checklist in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:professional;source:official;mV:-70.003.ml_safety_basics,draft
HAT003-PY-SECURITY-STATIC-SAFETY-0065,Unsafe eval usage detection,security_static_safety,unsafe_dynamic_execution,advanced,SRC-PY-DATA_ML-066;SRC-PY-QUALITY-073,Static review card for unsafe eval usage detection in Python engineering.,SECURITY_SENSITIVE,hat:003;domain:python;execution:no;review:human-required;level:advanced;safety:static-review;mV:-70.003.unsafe_dynamic_execution,draft
HAT003-PY-SECURITY-STATIC-SAFETY-0066,Unsafe exec usage detection,security_static_safety,unsafe_dynamic_execution,advanced,SRC-PY-DATA_ML-067;SRC-PY-QUALITY-074,Static review card for unsafe exec usage detection in Python engineering.,SECURITY_SENSITIVE,hat:003;domain:python;execution:no;review:human-required;level:advanced;safety:static-review;mV:-70.003.unsafe_dynamic_execution,draft
HAT003-PY-SECURITY-STATIC-SAFETY-0067,Unsafe pickle loading detection,security_static_safety,deserialization,advanced,SRC-PY-DATA_ML-068;SRC-PY-QUALITY-075,Static review card for unsafe pickle loading detection in Python engineering.,SECURITY_SENSITIVE,hat:003;domain:python;execution:no;review:human-required;level:advanced;safety:static-review;mV:-70.003.deserialization,draft
HAT003-PY-SECURITY-STATIC-SAFETY-0068,Unsafe yaml load detection,security_static_safety,deserialization,advanced,SRC-PY-DATA_ML-069;SRC-PY-QUALITY-076,Static review card for unsafe yaml load detection in Python engineering.,SECURITY_SENSITIVE,hat:003;domain:python;execution:no;review:human-required;level:advanced;safety:static-review;mV:-70.003.deserialization,draft
HAT003-PY-SECURITY-STATIC-SAFETY-0069,Subprocess shell argument review,security_static_safety,subprocess_shell_risk,advanced,SRC-PY-DATA_ML-070;SRC-PY-QUALITY-077,Static review card for subprocess shell argument review in Python engineering.,SECURITY_SENSITIVE,hat:003;domain:python;execution:no;review:human-required;level:advanced;safety:static-review;mV:-70.003.subprocess_shell_risk,draft
HAT003-PY-SECURITY-STATIC-SAFETY-0070,Shell injection concept review,security_static_safety,subprocess_shell_risk,advanced,SRC-PY-DATA_ML-071;SRC-PY-QUALITY-078,Static review card for shell injection concept review in Python engineering.,SECURITY_SENSITIVE,hat:003;domain:python;execution:no;review:human-required;level:advanced;safety:static-review;mV:-70.003.subprocess_shell_risk,draft
HAT003-PY-SECURITY-STATIC-SAFETY-0071,Path traversal review,security_static_safety,path_traversal,advanced,SRC-PY-QUALITY-072;SRC-PY-QUALITY-079,Static review card for path traversal review in Python engineering.,SECURITY_SENSITIVE,hat:003;domain:python;execution:no;review:human-required;level:advanced;safety:static-review;mV:-70.003.path_traversal,draft
HAT003-PY-SECURITY-STATIC-SAFETY-0072,Insecure temporary file review,security_static_safety,file_system_risk,advanced,SRC-PY-QUALITY-073;SRC-PY-QUALITY-080,Static review card for insecure temporary file review in Python engineering.,SECURITY_SENSITIVE,hat:003;domain:python;execution:no;review:human-required;level:advanced;safety:static-review;mV:-70.003.file_system_risk,draft
HAT003-PY-SECURITY-STATIC-SAFETY-0073,Hardcoded secret candidate review,security_static_safety,secrets,advanced,SRC-PY-QUALITY-074;SRC-PY-QUALITY-081,Static review card for hardcoded secret candidate review in Python engineering.,SECURITY_SENSITIVE,hat:003;domain:python;execution:no;review:human-required;level:advanced;safety:static-review;mV:-70.003.secrets,draft
HAT003-PY-SECURITY-STATIC-SAFETY-0074,Dependency confusion review,security_static_safety,dependency_risk,professional,SRC-PY-QUALITY-075;SRC-PY-QUALITY-082,Static review card for dependency confusion review in Python engineering.,SECURITY_SENSITIVE,hat:003;domain:python;execution:no;review:human-required;level:professional;safety:static-review;mV:-70.003.dependency_risk,draft
HAT003-PY-SECURITY-STATIC-SAFETY-0075,Typosquatting review,security_static_safety,dependency_risk,professional,SRC-PY-QUALITY-076;SRC-PY-PACKAGING-083,Static review card for typosquatting review in Python engineering.,SECURITY_SENSITIVE,hat:003;domain:python;execution:no;review:human-required;level:professional;safety:static-review;mV:-70.003.dependency_risk,draft
HAT003-PY-SECURITY-STATIC-SAFETY-0076,Unpinned dependency review,security_static_safety,dependency_risk,intermediate,SRC-PY-QUALITY-077;SRC-PY-PACKAGING-084,Static review card for unpinned dependency review in Python engineering.,SECURITY_SENSITIVE,hat:003;domain:python;execution:no;review:human-required;level:intermediate;safety:static-review;mV:-70.003.dependency_risk,draft
HAT003-PY-SECURITY-STATIC-SAFETY-0077,Insecure deserialization boundaries,security_static_safety,deserialization,advanced,SRC-PY-QUALITY-078;SRC-PY-PACKAGING-085,Static review card for insecure deserialization boundaries in Python engineering.,SECURITY_SENSITIVE,hat:003;domain:python;execution:no;review:human-required;level:advanced;safety:static-review;mV:-70.003.deserialization,draft
HAT003-PY-SECURITY-STATIC-SAFETY-0078,Unsafe file write review,security_static_safety,file_system_risk,advanced,SRC-PY-QUALITY-079;SRC-PY-PACKAGING-086,Static review card for unsafe file write review in Python engineering.,SECURITY_SENSITIVE,hat:003;domain:python;execution:no;review:human-required;level:advanced;safety:static-review;mV:-70.003.file_system_risk,draft
HAT003-PY-SECURITY-STATIC-SAFETY-0079,Unsafe network call review,security_static_safety,network_risk,advanced,SRC-PY-QUALITY-080;SRC-PY-PACKAGING-087,Static review card for unsafe network call review in Python engineering.,SECURITY_SENSITIVE,hat:003;domain:python;execution:no;review:human-required;level:advanced;safety:static-review;mV:-70.003.network_risk,draft
HAT003-PY-SECURITY-STATIC-SAFETY-0080,SSRF concept review,security_static_safety,network_risk,professional,SRC-PY-QUALITY-081;SRC-PY-PACKAGING-088,Static review card for ssrf concept review in Python engineering.,SECURITY_SENSITIVE,hat:003;domain:python;execution:no;review:human-required;level:professional;safety:static-review;mV:-70.003.network_risk,draft
HAT003-PY-SECURITY-STATIC-SAFETY-0081,SQL injection concept review,security_static_safety,injection_risks,advanced,SRC-PY-QUALITY-082;SRC-PY-PACKAGING-089,Static review card for sql injection concept review in Python engineering.,SECURITY_SENSITIVE,hat:003;domain:python;execution:no;review:human-required;level:advanced;safety:static-review;mV:-70.003.injection_risks,draft
HAT003-PY-SECURITY-STATIC-SAFETY-0082,XSS concept for Python web apps,security_static_safety,web_security,advanced,SRC-PY-PACKAGING-083;SRC-PY-PACKAGING-090,Static review card for xss concept for python web apps in Python engineering.,SECURITY_SENSITIVE,hat:003;domain:python;execution:no;review:human-required;level:advanced;safety:static-review;mV:-70.003.web_security,draft
HAT003-PY-SECURITY-STATIC-SAFETY-0083,Authentication mistake review,security_static_safety,web_security,advanced,SRC-PY-PACKAGING-084;SRC-PY-PACKAGING-091,Static review card for authentication mistake review in Python engineering.,SECURITY_SENSITIVE,hat:003;domain:python;execution:no;review:human-required;level:advanced;safety:static-review;mV:-70.003.web_security,draft
HAT003-PY-SECURITY-STATIC-SAFETY-0084,Authorization mistake review,security_static_safety,web_security,advanced,SRC-PY-PACKAGING-085;SRC-PY-QUALITY-092,Static review card for authorization mistake review in Python engineering.,SECURITY_SENSITIVE,hat:003;domain:python;execution:no;review:human-required;level:advanced;safety:static-review;mV:-70.003.web_security,draft
HAT003-PY-SECURITY-STATIC-SAFETY-0085,Logging secret prevention,security_static_safety,logging_risk,intermediate,SRC-PY-PACKAGING-086;SRC-PY-OFFICIAL-001,Static review card for logging secret prevention in Python engineering.,SECURITY_SENSITIVE,hat:003;domain:python;execution:no;review:human-required;level:intermediate;safety:static-review;mV:-70.003.logging_risk,draft
