case_id,title,category,difficulty,expected_labels,risk_label,review_status,status,baseline_status,canonical,canonical_status,source_verification_status,source_verification_requirement,card_deepening_status,generation_method,execution_permitted,human_review_required,do_not_execute
HAT003-CORPUS-0011,Static review corpus case 11,python_static_review,beginner,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0012,Static review corpus case 12,python_static_review,beginner,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0013,Static review corpus case 13,python_static_review,beginner,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0014,Static review corpus case 14,python_static_review,beginner,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0015,Static review corpus case 15,python_static_review,beginner,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0016,Static review corpus case 16,python_static_review,beginner,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0017,Static review corpus case 17,python_static_review,beginner,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0018,Static review corpus case 18,python_static_review,beginner,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0019,Static review corpus case 19,python_static_review,beginner,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0020,Static review corpus case 20,python_static_review,beginner,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0021,Static review corpus case 21,python_static_review,intermediate,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0022,Static review corpus case 22,python_static_review,intermediate,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0023,Static review corpus case 23,python_static_review,intermediate,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0024,Static review corpus case 24,python_static_review,intermediate,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0025,Static review corpus case 25,python_static_review,intermediate,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0026,Static review corpus case 26,python_static_review,intermediate,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0027,Static review corpus case 27,python_static_review,intermediate,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0028,Static review corpus case 28,python_static_review,intermediate,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0029,Static review corpus case 29,python_static_review,intermediate,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0030,Static review corpus case 30,python_static_review,intermediate,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0031,Static review corpus case 31,python_static_review,intermediate,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0032,Static review corpus case 32,python_static_review,intermediate,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0033,Static review corpus case 33,python_static_review,intermediate,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0034,Static review corpus case 34,python_static_review,intermediate,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0035,Static review corpus case 35,python_static_review,intermediate,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0036,Static review corpus case 36,python_static_review,intermediate,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0037,Static review corpus case 37,python_static_review,intermediate,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0038,Static review corpus case 38,python_static_review,intermediate,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0039,Static review corpus case 39,python_static_review,intermediate,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0040,Static review corpus case 40,python_static_review,intermediate,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0041,Static review corpus case 41,python_static_review,intermediate,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0042,Static review corpus case 42,python_static_review,intermediate,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0043,Static review corpus case 43,python_static_review,intermediate,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0044,Static review corpus case 44,python_static_review,intermediate,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0045,Static review corpus case 45,python_static_review,intermediate,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0046,Static review corpus case 46,python_static_review,intermediate,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0047,Static review corpus case 47,python_static_review,intermediate,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0048,Static review corpus case 48,python_static_review,intermediate,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0049,Static review corpus case 49,python_static_review,intermediate,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0050,Static review corpus case 50,python_static_review,intermediate,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0051,Static review corpus case 51,python_static_review,advanced,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0052,Static review corpus case 52,python_static_review,advanced,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0053,Static review corpus case 53,python_static_review,advanced,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0054,Static review corpus case 54,python_static_review,advanced,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0055,Static review corpus case 55,python_static_review,advanced,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0056,Static review corpus case 56,python_static_review,advanced,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0057,Static review corpus case 57,python_static_review,advanced,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0058,Static review corpus case 58,python_static_review,advanced,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0059,Static review corpus case 59,python_static_review,advanced,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0060,Static review corpus case 60,python_static_review,advanced,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0061,Static review corpus case 61,python_static_review,advanced,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0062,Static review corpus case 62,python_static_review,advanced,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0063,Static review corpus case 63,python_static_review,advanced,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0064,Static review corpus case 64,python_static_review,advanced,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
HAT003-CORPUS-0065,Static review corpus case 65,python_static_review,advanced,static_review;requires_human_review,REVIEW_REQUIRED,DRAFT,DRAFT,DRAFT_BASELINE,False,NOT_CANONICAL,UNVERIFIED,NEEDS_SOURCE_VERIFICATION,NEEDS_CARD_DEEPENING,GENERATED_DRAFT_NO_DIRECT_SOURCE,False,True,True
